#META:{"version":1,"method":"GET","urlPattern":"https://sales-product-autoassign.apps.gmna.test.cvca.atmosdt.gm.com/sales/product/autoassign/v1/vehicles/management/{{vin}}/onboarding/vehiclePurchaseOffers","headers":[{"key":"Accept-Language","value":"en-US"},{"key":"Content-Type","value":"application/json"}],"body":"","auth":{"type":"inherit"},"validationMode":"selective","unorderedArrays":true,"pathVariables":["vin"]}
name,path:vin,param:channel,param:enrollmentType,param:country,param:accountType,param:vehicleUsageCode,validate:$.offers[0].associatedOfferingCode,validate:$.offers[0].offerName,validate:$.offers[1].associatedOfferingCode,validate:$.offers[1].offerName,validate:$.offers[2].associatedOfferingCode,validate:$.offers[2].offerName,validate:$.offers[3].associatedOfferingCode,validate:$.offers[3].offerName,validate:$.offers[4].associatedOfferingCode,validate:$.offers[4].offerName,validate:$.offers[5].associatedOfferingCode,validate:$.offers[5].offerName,validate:$.offers[6].associatedOfferingCode,validate:$.offers[6].offerName
ONBOARD_AS_NEW-CA-BN-1GYFZC14XS1079736,1GYFZC14XS1079736,WEB,ONBOARD_AS_NEW,CA,BN,,ONZFCNCP01MCALM,OnStar One - Trial - 1 Month,IHUTRNCP08YCAUL,IHU Connectivity - 8 Years,DAFCNCP01MCA3G,3GB WiFi Connectivity - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,
ONBOARD_AS_NEW-CA-RN-1GN1RN113R1079760,1GN1RN113R1079760,MC_WEBRNW,ONBOARD_AS_NEW,CA,RN,,SSFLFC03MUCX,OnStar Safety & Security - 3 Month,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,,,
ONBOARD_AS_NEW-MX-PN-LZWWLNGP0V10799CA,LZWWLNGP0V10799CA,WEB,ONBOARD_AS_NEW,MX,PN,,BAZFCNCP08YMXX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1GTPU91D6R107995A,1GTPU91D6R107995A,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DT3G3MMXINV,3GB WiFi Connectivity - Trial - 3 Months,CAZFCNCP08YUCMX,Connected Access - 8 Years,EBZFCNCP03MMXX,Essentials  - 3 Months,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1G1Y92149S10798F0,1G1Y92149S10798F0,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1GN1D91M6R10798C4,1GN1D91M6R10798C4,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EVZFCNCP08YUCMX,EV Access - 8 Years,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,
ONBOARD_AS_NEW-MX-PN-1GY1P81K5R10798D4,1GY1P81K5R10798D4,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DT3G3MMXINV,3GB WiFi Connectivity - Trial - 3 Months,EVZFCNCP08YUCMX,EV Access - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EBZFCNCP03MMXX,Essentials  - 3 Months,,,,,,
ONBOARD_AS_NEW-MX-PN-1G1Y92147S10798AA,1G1Y92147S10798AA,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,EBZFCNCP01YMXX,Essentials  - 1 Year,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1GN1D91M8R10798A8,1GN1D91M8R10798A8,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-MX-PN-1G1Y92141S1079884,1G1Y92141S1079884,MC_WEBRNW,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1G1Y92145T1079842,1G1Y92145T1079842,WEB,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-MX-PN-1G1Y92141T1079840,1G1Y92141T1079840,WEB,ONBOARD_AS_NEW,MX,PN,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,EBZFCNCP01YMXX,Essentials  - 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-MX-FL-1GYTE81L9S107970A,1GYTE81L9S107970A,MC_WEBRNW,ONBOARD_AS_NEW,MX,FL,,DT3G3MMXINV,3GB WiFi Connectivity - Trial - 3 Months,EBZFLNCP03MMXX,Essentials - 3 Months,EBZFCNCP03MMXX,Essentials  - 3 Months,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,
ONBOARD_AS_NEW-MX-FL-1GKSE81T7S1079704,1GKSE81T7S1079704,MC_WEBRNW,ONBOARD_AS_NEW,MX,FL,,CAZFCNCP08YUCMX,Connected Access - 8 Years,EBZFCNCP03MMXX,Essentials  - 3 Months,,,,,,,,,,
ONBOARD_AS_NEW-MX-FL-1GN1R9111R1079764,1GN1R9111R1079764,MC_WEBRNW,ONBOARD_AS_NEW,MX,FL,,DA3PNCP01YMXUL,Unlimited WiFi Connectivity - 25GB 1 Year,CAZFCNCP08YUCMX,Connected Access - 8 Years,EBZFLNCP03MMXX,Essentials - 3 Months,EBZFCNCP01YMXX,Essentials  - 1 Year,,,,,,
ONBOARD_AS_NEW-US-CV-1G6DW1119S107997C,1G6DW1119S107997C,MC_WEBRNW,ONBOARD_AS_NEW,US,CV,,ONSCVNCP36MUSUL,OnStar One - 3 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,,,
ONBOARD_AS_NEW-US-CV-1G1YC2117S1079766,1G1YC2117S1079766,MC_WEBRNW,ONBOARD_AS_NEW,US,CV,,ONZCVNCP36MUSUL,OnStar One - 3 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,,,
ONBOARD_AS_NEW-US-PN-1GNKDF1J7S1079968,1GNKDF1J7S1079968,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GNXDF1J7S1079992,1GNXDF1J7S1079992,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GNKDC1J1S1079964,1GNKDC1J1S1079964,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1G1FY110XT1079966,1G1FY110XT1079966,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1G1FX1103S104F58C,1G1FX1103S104F58C,WEB,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-LRBFZL115P1079970,LRBFZL115P1079970,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,,,
ONBOARD_AS_NEW-US-PN-1GNKDL1P8S107996E,1GNKDL1P8S107996E,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1G6D11112S1079960,1G6D11112S1079960,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-US-PN-1GNXDH1J7S107995E,1GNXDH1J7S107995E,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GNXDD1J2S107995C,1GNXDD1J2S107995C,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GNXDH1J2S1079958,1GNXDH1J2S1079958,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-3GP1HZ1J4S1079956,3GP1HZ1J4S1079956,HONDA_ADVISOR,ONBOARD_AS_NEW,US,PN,,IHUTRNCP03YUSUL,IHU Connectivity - 3 Years,SSFCNCP01MUCX,Safety & Security - Trial - 1 Month,RAZFCNCP03YUCX,Remote Access - 3 Years,APZFCNCP03YUCX,App Access - 3 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,
ONBOARD_AS_NEW-US-PN-1GNXDC1J8S1079952,1GNXDC1J8S1079952,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GYFZC149S1079954,1GYFZC149S1079954,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,,,
ONBOARD_AS_NEW-US-PN-1GNKD11J6S1079950,1GNKD11J6S1079950,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-1GNXDG1J1S107994E,1GNXDG1J1S107994E,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,,,,,,
ONBOARD_AS_NEW-US-PN-3GP1HX1M4S107994A,3GP1HX1M4S107994A,HONDA_ADVISOR,ONBOARD_AS_NEW,US,PN,,IHUTRNCP03YUSUL,IHU Connectivity - 3 Years,SSFCNCP01MUCX,Safety & Security - Trial - 1 Month,RAZFCNCP03YUCX,Remote Access - 3 Years,APZFCNCP03YUCX,App Access - 3 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,
ONBOARD_AS_NEW-US-PN-1GNKDH1J8S107994C,1GNKDH1J8S107994C,MC_WEBRNW,ONBOARD_AS_NEW,US,PN,,ONZFCNCP01MUSUL,OnStar One - Trial - 1 Month,BAZFCNCP08YUCX,OnStar Basics - 8 Years,CAZFCNCP08YUCMX,Connected Access - 8 Years,EVZFCNCP08YUCMX,EV Access - 8 Years,,,,,,
